stars,profile_name,profile_link,profile_image,title,date,style,verified,comment,voting,review_images,ASIN
2.0 out of 5 stars,alone,/gp/profile/amzn1.account.AHDL66QTRBNQBUVAUOD44VUPE3SA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",was too dark,"Reviewed in the United States on May 9, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,it was too dark and isn't a good coverage if that is what you are looking for,Helpful,0,B001126Y1K
3.0 out of 5 stars,language lover,/gp/profile/amzn1.account.AG4TX42SCXBA6IIHHR6NYSOKMCPQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",wrong shade for me,"Reviewed in the United States on August 9, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"Can't rate this, since I didn't open it. it's too dark; I should have gone to a store to check shade against my skin.",Helpful,0,B001126Y1K
5.0 out of 5 stars,Elizabeth L.,/gp/profile/amzn1.account.AFPN5APGX5DFX4IC7F2SOQJSSDEA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Great natural foundation,"Reviewed in the United States on December 25, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,most natural foundation,Helpful,0,B001126Y1K
5.0 out of 5 stars,Mary Martha,/gp/profile/amzn1.account.AFDLRX2EZWJ5S3LP44ACCPPJ736Q,"https://images-na.ssl-images-amazon.com/images/I/51S-51oqHFL._CR50,0,400,400_SX48_.jpg",Best foundation!,"Reviewed in the United States on July 29, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,I was pleasantly surprised with this foundation. I've tried expensive high-end foundations but this goes on so smooth and there's a huge difference in how my skin looks. I am w4 and I thought it would be too yellow but it wasn't. And my face didn't looked caked on and kept the texture throughout the day.,Helpful,0,B001126Y1K
2.0 out of 5 stars,Ann Benoit,/gp/profile/amzn1.account.AFUPTTLHBOS2OE45J6F57SKEZKAA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/b195a65b-1758-4a32-b84c-eeb667e714ed._CR0,0,2400,2400_SX48_.jpg",Two Stars,"Reviewed in the United States on December 15, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,It never really evened out or looked blended. it was viseable as makeup/,Helpful,0,B001126Y1K
5.0 out of 5 stars,Sharon Leblanc,/gp/profile/amzn1.account.AEV4W2DTS3TFX2HGHYMVXG55PJUA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/9518e41d-d222-4811-ba33-40d017a30ff2._CR62,0,375,375_SX48_.jpg",To dark for me.,"Reviewed in the United States on October 22, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,I made a mistake and got the wrong color. I should of did the makeup match but I didn't my fault. It's smooth and feel a like nothing is on your face but to dark for me.,Helpful,0,B001126Y1K
5.0 out of 5 stars,Diva Lei,/gp/profile/amzn1.account.AEJ7LHQ5ZAZOC5YZI5DLBXIY66IA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on September 7, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,The best foundation I've ever used! Will keep on buying it .,Helpful,0,B001126Y1K
5.0 out of 5 stars,xyz123,/gp/profile/amzn1.account.AFBANXLBVVIG7DSFJLAIVY6MWBSA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",... perfectly and it is really hard to find this perfect color 😍,"Reviewed in the United States on March 15, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,The color matched me perfectly and it is really hard to find this perfect color 😍,Helpful,0,B001126Y1K
5.0 out of 5 stars,Marie C.,/gp/profile/amzn1.account.AF7DVWVE354UQ4TFIOJ4KM5LCLUA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",My favorite makeup,"Reviewed in the United States on November 13, 2013",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,My favorite make-up of all time.  Found out about this from Youtube makeup guru Kandee Johnson and I haven't used anything else in a few years.  Love it.,Helpful,0,B001126Y1K
5.0 out of 5 stars,Amazon Customer,/gp/profile/amzn1.account.AGHVIUGNYRKDJCFWRXXWA5VUKP7Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",The efect,"Reviewed in the United States on January 7, 2019",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,It's really good,Helpful,0,B001126Y1K
5.0 out of 5 stars,DaniElephant,/gp/profile/amzn1.account.AH2IHZ4QND2QFO6ZRN3PUBJALZVA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on December 29, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Nice and smooth.Dab on to any miscoloration. blends well,Helpful,0,B001126Y1K
4.0 out of 5 stars,melissa,/gp/profile/amzn1.account.AHKAQYZNJOUJ7H27RHPGFMBAVI7Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Four Stars,"Reviewed in the United States on December 20, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"Good coverage, but leaves your skin feeling a bit to matte/dry.",Helpful,0,B001126Y1K
5.0 out of 5 stars,Sunflower1012,/gp/profile/amzn1.account.AGURJO4WH2E23WZ4ZREQU2N43Q3Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d3997fd3-4341-48de-ac98-5b3fd7e63e23._CR62,0,375,375_SX48_.jpg",love the texture,"Reviewed in the United States on April 15, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"it is really a true match, love the texture",Helpful,0,B001126Y1K
3.0 out of 5 stars,Cindybvn,/gp/profile/amzn1.account.AFU6QSBIJFPQ7W25CF6X26YKBYKA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Order# 113-3917453-6297868,"Reviewed in the United States on September 20, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Missing one item...please sent Thank you Cindy Naoum,Helpful,0,B001126Y1K
5.0 out of 5 stars,mishal ayed,/gp/profile/amzn1.account.AETCTMGGFDWT5BMDIRA56PPDBX6Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/111cc030-f123-46ca-8344-761e7b756029._CR0,0,500,500_SX48_.jpg",Five Stars,"Reviewed in the United States on October 5, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Wonderful productLike a natural,"One person found this helpful
      
          Helpful",1,B001126Y1K
3.0 out of 5 stars,Phong Tran,/gp/profile/amzn1.account.AFJN4FGY2CMNXRJY5DN2IWJZA6QA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f1bb6ca9-674d-4cbd-b008-c009b85f475f._CR0,0,423,423_SX48_.jpg",Three Stars,"Reviewed in the United States on December 29, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Looke cakey on me,Helpful,0,B001126Y1K
4.0 out of 5 stars,Nadia,/gp/profile/amzn1.account.AEMVZ7QQE6TBX6O53USNQPEZVVHQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Just as good as high-end,"Reviewed in the United States on May 31, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,This is a good foundation with a lot of coverage. It is just about as good as high- end foundation and doesn't look cakey plus its affordable.,Helpful,0,B001126Y1K
5.0 out of 5 stars,Amanda,/gp/profile/amzn1.account.AF65Q5H6ZAGSONBKBE2LOWKVGIIA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on December 21, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Very good quality product,Helpful,0,B001126Y1K
4.0 out of 5 stars,Ruthie,/gp/profile/amzn1.account.AEKU2T6LUWM226WYXOHEQ2TKE6VA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png",Four Stars,"Reviewed in the United States on December 17, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Goes on smooth but greasy.,Helpful,0,B001126Y1K
4.0 out of 5 stars,Mohammed Al-Jughaiman,/gp/profile/amzn1.account.AGVZNB7UD465TC53O2HJNETXBSGA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Four Stars,"Reviewed in the United States on August 19, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Like the product it gives average coverage,Helpful,0,B001126Y1K
5.0 out of 5 stars,Kanae,/gp/profile/amzn1.account.AGZQCWD5GAS46CS6PIZAHXWJJ6EA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1731f0c5-6cbb-44ab-a5c1-2636e9e78368._CR62,0,375,375_SX48_.jpg",Perfect!,"Reviewed in the United States on August 10, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Exactly what I was looking for. Perfect!,Helpful,0,B001126Y1K
5.0 out of 5 stars,Lmeast Slacka,/gp/profile/amzn1.account.AHTIRY5TRDWLBVDIJLFMNBC3YDOA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",This is really a great product. I was apprehensive to use it because ...,"Reviewed in the United States on August 14, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"This is really a great product.  I was apprehensive to use it because it is not a high end product, but I am so happy I bought it!  This is a great foundation.",Helpful,0,B001126Y1K
3.0 out of 5 stars,Kira,/gp/profile/amzn1.account.AGC6FUZVQDKDULPDMNMSTG7A7JUQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/4550417c-5a55-43a4-b34e-50211dd4e346._CR9,0,482,482_SX48_.jpg",Doesn't cause irritation but leaves my skin dry and flaky ...,"Reviewed in the United States on December 30, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"Doesn't cause irritation but leaves my skin dry and flaky and I'm not sure if this is the product that gave me the breakout but I am definitely breaking out. The color itself and the product looks good/fine, but I think it covers the natural brightness/shine of the skin.",Helpful,0,B001126Y1K
4.0 out of 5 stars,Charlotte Caley,/gp/profile/amzn1.account.AEQVGXRQIV3BR3JAUZ53CSDZ3CKA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Winter makeup,"Reviewed in the United States on July 10, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,To vy for hot days,Helpful,0,B001126Y1K
2.0 out of 5 stars,skarleth Dayana Montes Romero,/gp/profile/amzn1.account.AHXLSLWEI5ZK7O4TZDGX6R6E5UYA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Received the wrong item.,"Reviewed in the United States on January 4, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I was very dissapointed because i received the wrong item, instead  of my true match by l""oreal i got a product for the hair.",Helpful,0,B001126Y1K
5.0 out of 5 stars,amal,/gp/profile/amzn1.account.AEUFIDIVJKA7KAXPKFXGKHQTNT4Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",the best daily foundation i have ever had,"Reviewed in the United States on October 1, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"the best daily foundation i have ever had , the shade is perfect w4 its so light but full cover at the same time ,,, amaziingggg",Helpful,0,B001126Y1K
5.0 out of 5 stars,peachnms,/gp/profile/amzn1.account.AEW2XHZYMN2SORPOO2I4LNL7X37A,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","it goes on smooth and looks good, matches skin tone perfectly","Reviewed in the United States on July 26, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I have worn this product for many years, it goes on smooth and looks good, matches skin tone perfectly!",Helpful,0,B001126Y1K
4.0 out of 5 stars,savannah,/gp/profile/amzn1.account.AFZQKCFNZOMCBOGC2NFEY2AKBA2A,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Four Stars,"Reviewed in the United States on August 28, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,This is my favorite drug store brand,Helpful,0,B001126Y1K
1.0 out of 5 stars,F22494,/gp/profile/amzn1.account.AFLZAUNK6XIG6IW5ZEN2DRFHJNPQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1ca6cdd8-0e97-4177-87e1-56a8b3e27b10._CR0,25.0,282,282_SX48_.jpg",It has SHIMMER.,"Reviewed in the United States on October 9, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I would give it zero stars if I could. I was wondering why my face was shimmery and I thought it was my brushes when I realized they added SHIMMER to this formula. I tried it a couple years back and it had zero shimmer. It was matte, but recently I noticed the bottle I ordered had added shimmer. I am so upset...  they killed a perfectly good foundation.",Helpful,0,B001126Y1K
5.0 out of 5 stars,Brenda Harrelson,/gp/profile/amzn1.account.AFNU7JZAJVVQV2CZTK33TA44IHTQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Great Makeup,"Reviewed in the United States on July 22, 2020",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Be used this makeup for a very long time and I still love it!,Helpful,0,B001126Y1K
5.0 out of 5 stars,Amazon Customer,/gp/profile/amzn1.account.AGLASQB2YKUDVTL5EQD3ECS2M2IA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",price is good too! I wish they offer the color sampler ...,"Reviewed in the United States on July 19, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"this is my every day foundation! I have sensitive skin, but never had irritation or any trouble with it.price is good too! I wish they offer the color sampler so I can try other colors too!",Helpful,0,B001126Y1K
2.0 out of 5 stars,Chicken Little,/gp/profile/amzn1.account.AFZPKA5UWENWHNUP7YDRMDT3ICUQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6e2c93e0-e23a-422d-ae23-ce17c3c038d1._CR0,0,500,500_SX48_.jpg",Very dark,"Reviewed in the United States on January 2, 2020",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Natural beige W4 is not at all natural.  It's yellow and it's awful.,Helpful,0,B001126Y1K
5.0 out of 5 stars,Amazon Customer,/gp/profile/amzn1.account.AFQY3G6XPKNNWE3HAUUQOROA7W6A,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",I love this foundation,"Reviewed in the United States on June 30, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I love this foundation! It is not only a foundation but also acts as a sunscreen. The color is perfect for my skin tone. Before buying this foundation I was using a powder foundation,  but my face will get dry!. This is my first time using a liquid foundation, I really like it because it does not make my face oily.",Helpful,0,B001126Y1K
2.0 out of 5 stars,C. Smith,/gp/profile/amzn1.account.AEIVQ6MFB7YCSYYYKHQXYOPMWA5A,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Allergic reaction,"Reviewed in the United States on May 7, 2019",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,I don't have allergies of any kind but this gave me hives.  Might be good for others though.,Helpful,0,B001126Y1K
1.0 out of 5 stars,Maurice & Rachel,/gp/profile/amzn1.account.AEHXQRVWUYTIEAKZDEFFBFEGXDPQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0365d8a4-fb03-408e-a015-c4acb21f9428._CR70,0,359,359_SX48_.jpg",Returned,"Reviewed in the United States on April 10, 2020",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,Returned,Helpful,0,B001126Y1K
5.0 out of 5 stars,Joanne Benson,/gp/profile/amzn1.account.AHNWSMZXZICB7M3O2LMTOMOMSQBA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",make up,"Reviewed in the United States on August 10, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,This must be a popular color because I couldn't find it at Walmart one week.  Love this color and brand.  Always looks good.,Helpful,0,B001126Y1K
4.0 out of 5 stars,SofRN,/gp/profile/amzn1.account.AFXEP46L7QLMS6RY3QG5K35B2EQQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",I have super oily skin,"Reviewed in the United States on March 11, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I have super oily skin, so nothing lasts all day on my grease ball face. This applies really nice, leaves an airbrush finish (when I use my beauty junkees makeup brush). I really like it, but it's not something I would wear for a special occasion. It can get shiny pretty quickly.",Helpful,0,B001126Y1K
5.0 out of 5 stars,Client d'Amazon,/gp/profile/amzn1.account.AF55RIZJVTX5HB5X25HWDR7OAJXQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",muy buena calidad,"Reviewed in the United States on April 29, 2019",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"muy buena calidad , es mi tono",Helpful,0,B001126Y1K
3.0 out of 5 stars,doni,/gp/profile/amzn1.account.AGTR7ZRFAG5PJVUL7QL3R6D5OOIA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",it is really hard to fined one for far with cool tones.,"Reviewed in the United States on December 26, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,"well, it is really hard to fined one for far with cool tones.. :(",Helpful,0,B001126Y1K
5.0 out of 5 stars,Carmen Harris,/gp/profile/amzn1.account.AGO4VH4SI7TSAVDRVNJC75XKXL3Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",My second favorite foundation!! :),"Reviewed in the United States on August 5, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,This is my favorite foundation next to mac pro long wear foundation. I love that lóreal created a wide variety of shade options. It doesn't cake at all even without a base. I loooooooooove it!! :),Helpful,0,B001126Y1K
5.0 out of 5 stars,Andrea Estrada,/gp/profile/amzn1.account.AFLEJHM47OUBKSPORQQGBBLPTASA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",My go to foundation only one I use I love this stuff no breakouts which I'm happy because I ...,"Reviewed in the United States on September 16, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,My go to foundation only one I use I love this stuff no breakouts which I'm happy because I do have sensitive skin.,Helpful,0,B001126Y1K
5.0 out of 5 stars,Amazon Customer,/gp/profile/amzn1.account.AHY7VWUDVVBKGTDDHVVSQ3LD4KNA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on November 14, 2017",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,"my favourite foundation, will buy again",Helpful,0,B001126Y1K
5.0 out of 5 stars,lisa,/gp/profile/amzn1.account.AGNZHWFVV3LXH7OARJ6NIUHZ4TTA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on November 9, 2014",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,"longlasting, spreads evenly, looks natural",Helpful,0,B001126Y1K
5.0 out of 5 stars,Q8yLab,/gp/profile/amzn1.account.AFRZ5HOK5376I5XOYDMSQWM7WBBQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/c8a72550-a086-4601-bcf7-1fdbc6d1026f._CR1,0,498,498_SX48_.jpg",Five Stars,"Reviewed in the United States on October 24, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,Excellent,Helpful,0,B001126Y1K
5.0 out of 5 stars,Terry Taylor,/gp/profile/amzn1.account.AFXL6V5TKBCSRM2OQKH2VDF7TTRQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",5 stars!,"Reviewed in the United States on January 8, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,This is probably my new favorite foundation. It has great coverage and it blends easily on my face.,Helpful,0,B001126Y1K
4.0 out of 5 stars,chris haynes,/gp/profile/amzn1.account.AHF6ABEE7NDW47YXGAFDUB526WHA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",The liquid foundation is better for me as I have a dry skin,"Reviewed in the United States on April 16, 2015",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,The liquid foundation is better for me as I have a dry skin. L'Oreal is great although the quantity is small. Always go in for it!,Helpful,0,B001126Y1K
5.0 out of 5 stars,Susan Clark,/gp/profile/amzn1.account.AF7ZLUF5QEJD5PIJ7KW7YK4FL6PQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on March 19, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,Perfect match for my complexion. It doesn't look cakey on and it's lightweight and easy to blend,Helpful,0,B001126Y1K
5.0 out of 5 stars,Ksundberg123,/gp/profile/amzn1.account.AEYUX23OUHB4SYTJGA2AQZVEPAIQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",GREAT FOUNDATION!! :))),"Reviewed in the United States on March 27, 2012",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,"I'm in love with this foundation!! I like how it covers up everything without looking like a mask! -___- its medium coverage but you can build it up to full coverage, without looking cakey!! Yayyyy!! :)) its also really cheap!!!",Helpful,0,B001126Y1K
5.0 out of 5 stars,lourdes orozco,/gp/profile/amzn1.account.AG4IU2PTQQFDBXEKAMGNQINVBBPQ,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on July 28, 2014",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,good cosmetic,Helpful,0,B001126Y1K
5.0 out of 5 stars,RAVALLI,/gp/profile/amzn1.account.AF5BAN267B7B2LG3XJYBWULHUPGA,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on October 30, 2014",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,perfect,Helpful,0,B001126Y1K
5.0 out of 5 stars,Eva M,/gp/profile/amzn1.account.AFDMPZLDTIQS6CKP3M63QXRYOR2Q,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Five Stars,"Reviewed in the United States on January 20, 2016",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,,"i really love this product. Not only is it easy to bend, it also has great coverage.",Helpful,0,B001126Y1K
1.0 out of 5 stars,Zu,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",,"Reviewed in Mexico on December 5, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"El producto es bueno, el problema fue el absurdo empaque y el pésimo manejo de los artículos, se supone que deben transportarse con cuidado, estoy decepcionada de ustedes, del sistema de paquetería, no lo compren, corren el riesgo de que llegue así",19 people found this helpful,1,B001126Y1K
3.0 out of 5 stars,Hideh,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",,"Reviewed in the United Kingdom on May 4, 2019",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"I was dying to try this out as it is frequently recommended on YouTube, however, I find the European version (the one you can buy from UK and without the sun screen) nicer!",,0,B001126Y1K
5.0 out of 5 stars,lucia,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",,"Reviewed in Mexico on December 22, 2018",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"Justo mi color, aunque estuve investigando mucho y viendo fotos para ""atinarle"" mejor. Cubre buen, se siente bien, da vista bonita a la piel, lo que no me gustó es que no dura mucho, ya para la hora de la comida en la oficina casi parece que no traía maquillaje y el poco que tenía estaba algo oxidado",6 people found this helpful,0,B001126Y1K
5.0 out of 5 stars,Lily,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/1dd3913e-e2fd-4daa-8ee0-3b2fe7576dc5._CR0,26.0,281,281_SX48_.jpg",,"Reviewed in Mexico on June 20, 2019",Size: 1 Fl Oz (Pack of 1)Color: W4 Natural Beige,Verified Purchase,"Maquillaje de cobertura natural, a pesar de ser ligero cubre muy bien las imperfecciones, deja una textura fresca, la verdad me sorprendió mucho y se ha convertido en uno de mis favoritos, lo puedes comparar con marcas caras y no le pide nada, lo recomiendo mucho!",6 people found this helpful,1,B001126Y1K
